cpf|nome|data_nascimento|sexo|convenio|logradouro|numero|bairro|cidade|estado|data_cadastro|pais_cadastro
02973158621|Sr. Cauê Aragão|01/06/2020|Masc|AMIL|Trecho Peixoto|482.0|Monte Azul|Aragão da Serra|RO|1976-11-15 15:34:41|Br
08572193405|Dr. Samuel Lima|18/08/1999|Masc|AMIL|Setor da Conceição|15.0|Jardim América|da Paz de Goiás|AM|1995-03-24 17:17:04|Br
25813690433|Luiz Miguel Rodrigues|02/11/2006|Masc|AMIL|Estação Lara Moura|768.0|João Alfredo|Cavalcanti do Sul|MS|1973-02-28 20:05:39|Br
94236017822|Leandro Silveira|16/08/2002|Masc|AMIL|Jardim da Costa|853.0|Conjunto Califórnia Ii|Caldeira|MT|1977-03-23 11:50:02|Br
37214569809|Mariana Ribeiro|27/11/2018|Fem|AMIL|Colônia Martins|610.0|Universitário|Peixoto do Oeste|SC|1982-02-11 03:56:32|Br
45217609885|Luiz Fernando das Neves|21/08/1976|Masc|AMIL|Largo de Alves|473.0|Tres Marias|Cavalcanti|MS|2009-12-28 20:43:25|Br
76930258121|Mirella Nunes|07/10/1990|Fem|AMIL|Pátio de Campos|26.0|Vila Antena|Farias do Sul|MS|1990-10-07 16:17:21|Br
75980631410|Anthony Silveira|03/07/2019|Masc|AMIL|Rodovia de da Mota|483.0|Nossa Senhora Da Conceição|Silveira|AM|1983-11-02 08:43:20|Br
16970482340|Vitor Cavalcanti|24/08/2017|Masc|AMIL|Via de da Paz|296.0|Vitoria Da Conquista|Gomes|AM|1974-06-06 04:04:25|Br
59248317014|Lívia Carvalho|12/08/1994|Fem|AMIL|Jardim Marcos Vinicius Sales|349.0|Novo São Lucas|Ferreira|RR|1984-01-03 08:47:21|Br
10524869758|Stella da Rocha|02/06/1993|Fem|AMIL|Rodovia da Luz|268.0|Vila Nova Dos Milionarios|Correia|CE|1985-12-26 00:01:12|Br
73924815682|Sr. Pietro Farias|22/04/1995|Masc|AMIL|Feira da Paz|754.0|Conjunto Bonsucesso|Fogaça|MT|1973-05-21 01:24:14|Br
59604873229|Marcos Vinicius Porto|06/02/1986|Masc|AMIL|Vila de Dias|524.0|Vila Jardim Leblon|Cavalcanti|DF|2021-03-30 06:11:47|Br
28473159691|Maysa Rodrigues|19/07/2000|Fem|AMIL|Alameda de Jesus|828.0|Nossa Senhora Da Conceição|Fernandes do Oeste|MA|1984-09-26 09:49:58|Br
16028493740|Sabrina da Rosa|02/12/2011|Fem|AMIL|Loteamento de da Mota|958.0|Vila Das Oliveiras|Souza|PB|1970-11-03 17:34:07|Br
39652407143|Lorena Costa|14/07/1994|Fem|AMIL|Alameda Kevin Almeida|304.0|Vila Fumec|Peixoto|CE|1974-06-28 21:16:54|Br
04357621925|Sofia Oliveira|03/07/2001|Fem|AMIL|Jardim João Lucas Silveira|750.0|Cardoso|Caldeira|PA|1998-08-10 10:26:55|Br
31589276086|Dra. Natália Rocha|19/03/2021|Fem|AMIL|Colônia Alves|448.0|Vila São Dimas|da Cruz de Fernandes|PR|2021-02-07 05:04:09|Br
91036427803|Dra. Ana Laura Nunes|08/02/2004|Fem|AMIL|Largo Santos|169.0|Monte São José|Peixoto de Cardoso|PB|1982-12-25 14:58:30|Br
81573204960|Laís Rocha|28/04/2002|Fem|AMIL|Setor de Araújo|467.0|Madre Gertrudes|Oliveira|MT|2009-10-27 10:12:32|Br
86127904501|Gustavo Henrique Castro|16/12/1983|Masc|AMIL|Quadra Ryan Moreira|416.0|Castanheira|Correia da Serra|BA|1986-01-16 13:02:32|Br
45138907620|Vitor Gabriel Pereira|18/04/1996|Masc|AMIL|Praça Cavalcanti|199.0|Venda Nova|Silveira de da Paz|PB|2020-02-25 22:40:19|Br
13094876269|Juliana Moura|09/01/2022|Fem|AMIL|Viela Brenda Moraes|606.0|Minas Caixa|Alves|ES|1990-07-15 15:16:18|Br
97285103497|Guilherme Azevedo|13/03/2003|Masc|AMIL|Viaduto Monteiro|122.0|Lajedo|Jesus das Pedras|AL|2013-02-25 12:06:46|Br
19432058689|Juliana Correia|12/08/1985|Fem|AMIL|Fazenda de Cardoso|573.0|Vila Nossa Senhora Do Rosário|Alves Grande|RR|1997-11-14 12:09:01|Br
29315784014|Gustavo Henrique da Paz|29/06/1990|Masc|AMIL|Fazenda de Caldeira|387.0|Vila Copacabana|Moraes|AL|2007-08-12 10:17:43|Br
54980721397|Anthony Fogaça|07/09/2008|Masc|AMIL|Praia de da Cruz|874.0|Havaí|Gonçalves do Galho|RO|1989-08-03 08:10:01|Br
94273651882|Miguel Porto|26/04/1987|Masc|AMIL|Jardim de Fernandes|431.0|Vila Do Pombal|Costa da Prata|MG|1980-11-17 22:11:23|Br
08275149304|Marcos Vinicius Rodrigues|11/12/2011|Masc|AMIL|Largo da Rosa|907.0|São Bernardo|Oliveira do Norte|MG|1987-08-13 07:43:50|Br
30489265189|Cauã da Rocha|23/05/2016|Masc|AMIL|Lago Lucca Fernandes|883.0|Vila Nova Gameleira 1ª Seção|da Mata|AP|2017-03-12 18:35:15|Br
49623805160|Sr. Joaquim Farias|24/01/1990|Masc|AMIL|Estrada Ryan da Cunha|480.0|Minas Caixa|Cavalcanti Grande|PE|1981-12-21 00:41:07|Br
58943617020|João Lucas Lopes|20/02/1971|Masc|AMIL|Praia Almeida|350.0|Nova Floresta|Porto de Almeida|ES|1985-07-19 07:44:13|Br
87136254035|Srta. Julia Nascimento|14/09/1981|Fem|AMIL|Trevo de da Conceição|840.0|Santa Maria|Cardoso das Pedras|MG|1981-05-21 17:48:50|Br
49738106222|Sr. Juan Farias|02/11/1992|Masc|AMIL|Núcleo Castro|219.0|Heliopolis|Ribeiro|MG|1993-08-04 11:31:08|Br
82791405658|Isabella Farias|23/10/1976|Fem|AMIL|Setor Jesus|987.0|São Geraldo|Ribeiro|CE|2003-06-27 20:58:34|Br
58076321417|Eduarda da Conceição|19/05/2013|Fem|AMIL|Recanto Aragão|460.0|Vila Rica|Fogaça|RO|1979-09-26 05:51:25|Br
06453298198|Ana Vitória Fernandes|26/07/2000|Fem|AMIL|Morro Nicolas Cardoso|627.0|Dom Cabral|Cavalcanti|MA|1980-08-09 05:24:21|Br
72563901812|Luiz Felipe Barbosa|27/03/2000|Masc|AMIL|Núcleo Yago Ribeiro|856.0|Vila Madre Gertrudes 2ª Seção|Castro Grande|MG|1993-01-22 06:21:13|Br
83705142607|Dr. Thales Silva|14/09/2013|Masc|AMIL|Viaduto Bianca Gonçalves|969.0|Jardim Dos Comerciarios|Mendes do Amparo|AM|2007-04-25 23:35:46|Br
56983421051|Julia Carvalho|07/09/2015|Fem|AMIL|Quadra Sofia Porto|60.0|Caetano Furquim|Gonçalves da Prata|AC|1970-04-09 17:54:51|Br
14568927030|Sarah Porto|26/04/1989|Fem|AMIL|Pátio Rocha|612.0|Vila Madre Gertrudes 1ª Seção|Nascimento do Campo|RJ|2014-11-18 22:33:20|Br
42935687000|Vitória Almeida|12/03/1975|Fem|AMIL|Campo de Nascimento|891.0|Coração De Jesus|Cardoso do Galho|AM|1974-12-18 18:41:31|Br
42570861308|Emanuella Lopes|04/02/2010|Fem|AMIL|Lagoa da Conceição|236.0|Minas Brasil|Cardoso|RR|2011-06-19 19:14:41|Br
93876105439|Joaquim Moura|22/09/2020|Masc|AMIL|Chácara de Souza|582.0|Bom Jesus|Barbosa|SC|1985-04-21 07:15:11|Br
59162403761|Benício Azevedo|11/04/1986|Masc|AMIL|Quadra de Rezende|587.0|Liberdade|Nascimento|ES|1990-06-18 06:28:31|Br
10948572388|Sarah Nascimento|13/12/1972|Fem|AMIL|Via André Alves|275.0|Coração Eucarístico|Barros|RS|2014-06-08 12:12:57|Br
39187650240|Dr. Pietro Porto|28/02/1995|Masc|AMIL|Loteamento Lima|792.0|Saudade|Rodrigues de Cardoso|PA|1999-10-07 07:31:35|Br
41785632035|Joaquim Silveira|06/03/2021|Masc|AMIL|Trecho de da Luz|903.0|Candelaria|Nunes de Carvalho|BA|2016-12-22 23:32:12|Br
35197462043|Levi da Rosa|28/06/1976|Masc|AMIL|Rua de Correia|120.0|Vila São João Batista|Pereira|AL|1976-01-16 07:29:29|Br
80694723592|Davi Barros|20/05/2003|Masc|AMIL|Rua de Pereira|603.0|Califórnia|Caldeira|RO|1998-11-02 22:13:36|Br
67039158221|Maitê Silva|16/08/1988|Fem|AMIL|Vereda de Vieira|76.0|Vila Pinho|Fogaça da Praia|SC|1986-08-01 17:48:41|Br
49307825114|Dr. Thales Aragão|22/08/2020|Masc|AMIL|Quadra Campos|612.0|Maria Tereza|Moura|AL|1970-03-29 04:41:25|Br
56714839219|Esther Moreira|18/11/1990|Fem|AMIL|Estação de Mendes|231.0|Barreiro|da Cunha da Prata|TO|1972-08-15 10:08:31|Br
91473520606|Camila da Rocha|22/02/2014|Fem|AMIL|Sítio Nogueira|333.0|São Bento|Silva do Norte|RR|1994-10-12 20:42:47|Br
45168309224|Benjamin Costa|14/05/1991|Masc|AMIL|Vale da Cruz|370.0|Vila Havaí|Silva de Cardoso|ES|1975-03-23 21:59:40|Br
25319487088|Joana Cunha|22/10/2019|Fem|AMIL|Estrada Cardoso|676.0|Santa Terezinha|Fernandes|SC|1995-11-29 12:01:23|Br
30518476901|Gabriel Gonçalves|25/07/1982|Masc|AMIL|Praça de Peixoto|308.0|São João Batista|Farias de Minas|MG|2002-01-22 06:56:03|Br
20631984704|Matheus Caldeira|05/08/1981|Masc|AMIL|Viela Fernandes|256.0|Jardim São José|Barros|MS|1993-12-28 02:23:28|Br
96407358256|Danilo Castro|20/11/1996|Masc|AMIL|Lago de Nascimento|792.0|Granja De Freitas|Fernandes|RR|1970-09-28 10:32:30|Br
41863270507|Letícia Cardoso|07/01/1991|Fem|AMIL|Rodovia Clarice da Costa|617.0|Vila Canto Do Sabiá|da Luz de Oliveira|SP|1997-04-06 05:00:12|Br
63219087540|André Araújo|29/11/1979|Masc|AMIL|Alameda de Castro|592.0|Santo André|Azevedo do Sul|RS|2022-12-09 02:37:58|Br
60491572352|João Vitor Ramos|07/08/1982|Masc|AMIL|Ladeira Isadora Cardoso|784.0|Guaratã|Cardoso de Minas|RJ|2001-10-06 05:35:20|Br
38160257902|Maria Alice Santos|16/08/1976|Fem|AMIL|Morro Camila Rocha|451.0|Renascença|Novaes de Ribeiro|CE|2020-01-30 06:29:57|Br
68904713501|Vitória Correia|15/06/1988|Fem|AMIL|Rua de da Paz|619.0|Conjunto Bonsucesso|Costa|RO|2006-02-16 22:28:18|Br
96753214828|Gustavo da Cruz|14/02/2003|Masc|AMIL|Estrada de Jesus|492.0|Minaslandia|Campos do Sul|AM|2016-06-03 10:14:19|Br
30974582638|Diogo Cardoso|15/07/2002|Masc|AMIL|Aeroporto Fernandes|396.0|Mariquinhas|Alves|MT|2018-04-02 19:17:21|Br
02741385653|Vinicius Jesus|04/05/1975|Masc|AMIL|Fazenda Lucca Oliveira|94.0|Xangri-Lá|Pereira|RS|2017-01-13 04:13:36|Br
87426390500|Dr. João Gabriel Freitas|13/11/2005|Masc|AMIL|Via Vitor Hugo Gonçalves|661.0|Monte Azul|Silva|CE|1995-01-04 11:50:13|Br
84293506756|Letícia Pinto|02/04/2017|Fem|AMIL|Colônia Rodrigues|259.0|Vila Pinho|Jesus|RJ|1991-12-02 02:11:01|Br
76914032831|Dr. Raul Rezende|25/05/2007|Masc|AMIL|Recanto Lavínia Fernandes|84.0|Jardim Guanabara|Nascimento dos Dourados|SC|1975-07-09 18:26:56|Br
98463017231|Dr. Gustavo Henrique Ferreira|11/11/1994|Masc|AMIL|Via de Lima|587.0|Europa|da Conceição das Flores|PA|1990-04-25 23:11:15|Br
40132978687|Leonardo Fernandes|09/04/2018|Masc|AMIL|Passarela de Azevedo|80.0|Conjunto Califórnia I|Correia|MG|1977-08-05 12:33:43|Br
90481572694|Yuri Azevedo|03/01/1999|Masc|AMIL|Aeroporto Maria Sophia Souza|905.0|Vila Rica|Ramos|AP|2008-05-29 04:50:04|Br
87329054160|Fernando da Mota|05/04/2008|Masc|AMIL|Quadra Bárbara das Neves|893.0|Xangri-Lá|Fernandes dos Dourados|PB|1994-03-25 22:12:58|Br
32548017680|Bruno Teixeira|19/09/2012|Masc|AMIL|Rodovia de Souza|547.0|Brasil Industrial|da Luz|BA|2016-03-07 09:30:23|Br
18076239559|Nicolas Teixeira|10/08/1972|Masc|AMIL|Aeroporto Lucca Jesus|282.0|Urca|Dias de Mendes|RO|2018-12-06 21:58:38|Br
27184390687|Luiz Otávio Gonçalves|23/07/1990|Masc|AMIL|Praça de Mendes|923.0|Conjunto Floramar|Nunes de Rocha|AL|2004-12-12 08:58:59|Br
67082153490|João Felipe Vieira|21/08/1992|Masc|AMIL|Trevo Larissa Campos|538.0|Pedreira Padro Lopes|Silveira|PI|2002-12-26 00:26:41|Br
03529718602|Thiago Freitas|22/12/2013|Masc|AMIL|Conjunto Erick Teixeira|650.0|Conjunto Paulo Vi|Silveira da Praia|RS|1984-05-29 07:35:34|Br
85304726910|Sr. Bernardo Alves|09/11/1996|Masc|AMIL|Lagoa de Porto|678.0|Jardim Dos Comerciarios|da Cunha|GO|1992-01-09 14:21:23|Br
31659842719|Rodrigo Barbosa|29/06/2005|Masc|AMIL|Lagoa Isaac Barbosa|994.0|Serrano|Santos|RO|1974-04-02 01:05:26|Br
64271958328|Breno Duarte|20/02/1976|Masc|AMIL|Vereda Miguel Carvalho|121.0|Ipiranga|Barbosa|PA|1977-06-25 18:37:24|Br
04369815720|Maria Cecília Almeida|19/04/1999|Fem|AMIL|Loteamento Stella Rodrigues|64.0|Vila Antena|da Costa|PA|2002-08-10 02:47:06|Br
75048396120|Luiza Gonçalves|14/04/1971|Fem|AMIL|Campo de da Rocha|427.0|Flavio De Oliveira|da Rosa|MS|1994-10-03 07:57:54|Br
25906378456|Dr. João Araújo|25/03/1977|Masc|AMIL|Jardim de Cardoso|443.0|Nova Suíça|Oliveira Grande|MS|2019-12-29 22:27:36|Br
60217453961|Ana Sophia Azevedo|29/03/2012|Fem|AMIL|Campo de Moreira|741.0|Novo Tupi|da Rosa|CE|1976-09-30 00:18:53|Br
93652704800|Enrico Ribeiro|05/07/2011|Masc|AMIL|Passarela de Campos|675.0|Camponesa 1ª Seção|Silveira|MA|2002-02-14 12:47:16|Br
74205918658|Laís Pinto|31/03/2019|Fem|AMIL|Quadra Daniela Teixeira|631.0|Padre Eustáquio|Porto do Galho|AP|2013-07-04 02:01:13|Br
86249305700|Brenda Moreira|09/05/2014|Fem|AMIL|Quadra João Vitor Ferreira|444.0|Salgado Filho|Ribeiro|AL|2006-04-06 13:03:57|Br
50796418357|Alexia Correia|15/11/1971|Fem|AMIL|Distrito de Rocha|600.0|Penha|Rodrigues Paulista|AP|1971-01-06 16:36:38|Br
26803945774|Fernando Gomes|19/03/2005|Masc|AMIL|Aeroporto Nunes|884.0|Conjunto Califórnia I|Cunha da Serra|PE|1992-09-05 02:30:07|Br
32710489597|Laís Moreira|13/02/2011|Fem|AMIL|Praia Porto|621.0|Marmiteiros|Santos Verde|PE|1971-01-23 15:15:49|Br
43752168080|Helena Ramos|05/06/1982|Fem|AMIL|Morro Luiz Henrique Campos|65.0|Urca|Dias Alegre|AP|1976-06-14 17:10:14|Br
50473682974|Nina Dias|14/11/2017|Fem|AMIL|Morro Marcos Vinicius Porto|238.0|Esperança|Souza do Campo|RJ|2013-11-20 08:36:28|Br
50937246883|Murilo Campos|28/07/2001|Masc|AMIL|Morro Helena Nogueira|996.0|Vila Vista Alegre|Lima|MA|1992-10-01 04:15:15|Br
74398052160|Caio Duarte|05/08/2010|Masc|AMIL|Favela de Gomes|450.0|Betânia|Cardoso da Prata|TO|2004-07-13 01:35:52|Br
19637248528|Mirella da Mata|22/01/1983|Fem|AMIL|Distrito de Campos|584.0|Mangueiras|das Neves Verde|AP|2018-05-07 16:22:57|Br
49523678000|Theo Jesus|29/11/1985|Masc|AMIL|Aeroporto Farias|922.0|Novo Tupi|Nunes|MS|2003-06-03 19:48:06|Br
31279864087|Erick da Cruz|18/11/1971|Masc|AMIL|Núcleo de da Conceição|204.0|Carmo|Monteiro do Norte|TO|1991-03-21 10:09:13|Br
62301984524|Sra. Maria Eduarda Rocha|08/12/2010|Fem|AMIL|Área de Peixoto|372.0|Lourdes|da Mota|PA|2004-01-03 05:53:30|Br
04893516205|Davi Lucca Oliveira|15/06/2017|Masc|AMIL|Quadra Nogueira|15.0|Das Industrias I|Nascimento|AC|2020-10-21 01:25:59|Br
74981563000|Sophia Fogaça|22/07/2006|Fem|AMIL|Viela Eduardo Caldeira|271.0|Goiania|Barros|PE|1981-10-03 20:14:16|Br
60158349784|João Gabriel Costela|31/03/1983|Masc|AMIL|Jardim Cardoso|488.0|Santa Monica|Azevedo|PI|2014-08-14 11:54:27|Br
42081759314|João Guilherme Rocha|06/07/2017|Masc|AMIL|Viela de Ferreira|237.0|Barão Homem De Melo 3ª Seção|Rocha do Campo|PB|2021-01-04 05:13:08|Br
17042365844|Esther Araújo|21/12/1970|Fem|AMIL|Trevo da Costa|97.0|Vila Independencia 1ª Seção|Sales|PI|1990-04-16 06:25:05|Br
53287410997|Giovanna Moraes|22/07/2007|Fem|AMIL|Esplanada de Pinto|948.0|Laranjeiras|Correia|AC|1985-05-14 04:26:33|Br
35190674207|Dra. Alice Souza|11/12/2016|Fem|AMIL|Lago Ana Clara Azevedo|682.0|São Jorge 1ª Seção|Cavalcanti|PA|1983-03-13 18:55:10|Br
82415736937|Mariana Vieira|10/05/1976|Fem|AMIL|Rua de Santos|133.0|Vila Jardim Montanhes|Lima Verde|MA|2019-06-05 00:22:24|Br
17602453808|Felipe Araújo|29/06/1977|Masc|AMIL|Área Raul Peixoto|907.0|São Sebastião|da Costa do Galho|CE|2019-01-20 13:05:45|Br
34921856060|Emanuel Vieira|01/11/2021|Masc|AMIL|Vereda Cauê Ferreira|265.0|Nossa Senhora Do Rosário|da Rosa da Praia|RS|2008-04-26 08:06:58|Br
09536417243|Alícia Lopes|22/02/1999|Fem|AMIL|Vereda Barbosa|120.0|Cardoso|Rocha dos Dourados|PR|1971-02-28 14:16:05|Br
79158432060|Maria Lopes|31/05/2022|Fem|AMIL|Lagoa Lavínia Cardoso|456.0|Boa União 1ª Seção|Mendes Grande|PB|2008-03-11 20:51:25|Br
96452870300|Maria Cecília Pereira|01/10/1994|Fem|AMIL|Morro João Gabriel da Cruz|804.0|Novo Ouro Preto|Ferreira|MT|1998-10-09 16:57:51|Br
86324170535|Laís Alves|30/10/2017|Fem|AMIL|Fazenda Jesus|394.0|Vila Madre Gertrudes 2ª Seção|da Cruz|GO|1970-11-13 08:15:14|Br
62784035956|Luiz Gustavo Alves|22/06/2012|Masc|AMIL|Jardim Mendes|295.0|João Alfredo|Silva|MA|1997-09-30 00:22:12|Br
24589306700|Dr. Lucas Gabriel Moraes|27/12/1982|Masc|AMIL|Fazenda de Azevedo|560.0|Conjunto Bonsucesso|da Rocha Grande|PE|2019-10-16 05:59:53|Br
82597146049|Lucas Gabriel da Paz|16/06/1991|Masc|AMIL|Via Pereira|430.0|Grota|Novaes da Praia|RR|1979-06-04 10:37:24|Br
01765894301|Noah Ferreira|13/06/1987|Masc|AMIL|Colônia de Ramos|875.0|Horto Florestal|Correia de Aragão|MG|1990-06-30 23:43:00|Br
31058946757|Valentina Viana|12/05/1986|Fem|AMIL|Esplanada de Nascimento|770.0|Vila Jardim Montanhes|Teixeira|RJ|1975-06-23 09:13:17|Br
81405793600|Lorena da Luz|12/07/1982|Fem|AMIL|Favela Emilly Porto|540.0|Xodo-Marize|Pinto|CE|1988-03-11 04:26:20|Br
65371280480|Nicole Pinto|06/02/2009|Fem|AMIL|Rua de Moreira|64.0|Vila Paquetá|Melo Paulista|MA|2022-03-21 06:35:14|Br
28679104396|Marcos Vinicius da Cruz|30/08/1970|Masc|AMIL|Ladeira Farias|805.0|São Cristóvão|Barbosa|MA|2013-03-31 13:49:40|Br
25974831004|Maria Cecília Correia|03/02/2005|Fem|AMIL|Pátio Rocha|553.0|Floresta|Monteiro das Flores|AC|2003-09-29 18:44:37|Br
75481296373|Pietro Lima|10/07/2000|Masc|AMIL|Lagoa Isabella Fogaça|877.0|Alpes|Nascimento de da Rosa|MG|2005-10-28 15:37:16|Br
19385764209|Sra. Ana Julia Nogueira|30/09/1997|Fem|AMIL|Praça da Paz|781.0|Minaslandia|da Conceição Paulista|PB|1981-08-25 01:33:19|Br
29104685776|Sra. Rebeca Barbosa|03/08/1976|Fem|AMIL|Morro de da Rocha|510.0|Brasil Industrial|Alves dos Dourados|MA|1991-04-30 17:33:25|Br
12768594067|Lívia da Mota|31/01/1996|Fem|AMIL|Alameda da Mota|536.0|Vila Nova|Santos do Sul|ES|2019-08-29 19:21:19|Br
60497532883|Dr. Davi Luiz da Mota|31/01/2022|Masc|AMIL|Jardim de Costela|88.0|Coração De Jesus|Novaes|TO|1987-10-06 16:55:37|Br
72138459691|Carolina Moura|08/02/2006|Fem|AMIL|Praça Stephany Rocha|203.0|Vila Madre Gertrudes 1ª Seção|da Cruz|RJ|1985-04-05 05:47:35|Br
57082693400|Yuri Pinto|10/08/2021|Masc|AMIL|Estrada de Gomes|653.0|Vila Jardim Alvorada|Aragão|TO|1992-02-15 07:23:55|Br
79035264134|Srta. Daniela Ferreira|28/08/1985|Fem|AMIL|Colônia Araújo|158.0|Alpes|Jesus|RO|2015-02-26 05:04:20|Br
31752460871|Dr. Bernardo Rodrigues|04/04/1996|Masc|AMIL|Travessa Lopes|874.0|Tupi A|Teixeira|PE|1995-01-20 12:43:39|Br
98645107384|Fernanda Jesus|24/01/2003|Fem|AMIL|Vereda Luigi Costela|950.0|Vila Mangueiras|Nascimento de Ferreira|PB|1988-01-12 06:28:06|Br
74823960556|Davi Lucca Azevedo|01/12/1972|Masc|AMIL|Residencial de Barbosa|24.0|Vila Fumec|Viana de Nunes|MG|1985-10-01 02:12:19|Br
82390461778|Paulo Martins|13/10/2016|Masc|AMIL|Vereda de Lima|344.0|Colégio Batista|Gonçalves|ES|1973-12-31 19:38:39|Br
21498307523|Dr. Marcelo da Mota|09/09/1989|Masc|AMIL|Esplanada Marcela Porto|370.0|Silveira|Araújo|PE|2016-11-05 10:56:53|Br
35604972800|Yuri Moreira|15/01/1979|Masc|AMIL|Morro Luiz Otávio Cardoso|808.0|Canadá|Peixoto|BA|1994-03-08 08:12:15|Br
04873592160|Yuri Martins|17/09/1987|Masc|AMIL|Favela Ana Clara das Neves|349.0|Vila Nossa Senhora Do Rosário|Lima de Minas|CE|1970-10-07 11:13:34|Br
82140369505|Sr. Samuel Nogueira|24/11/1979|Masc|AMIL|Campo de Melo|430.0|Vila Madre Gertrudes 4ª Seção|Rodrigues dos Dourados|SC|2019-09-03 13:05:42|Br
85349126709|Pedro Miguel Silva|29/08/1995|Masc|AMIL|Praça Ana Clara Azevedo|698.0|Vila Santa Monica 1ª Seção|da Luz|PR|1974-08-09 06:18:01|Br
39054287683|Theo da Rosa|06/01/1999|Masc|AMIL|Ladeira Ana Lima|949.0|Nova Gameleira|Rezende de Oliveira|SC|2017-02-03 14:20:53|Br
29713045661|Cauê Moraes|10/12/2006|Masc|AMIL|Lagoa Lucas da Costa|772.0|Barão Homem De Melo 1ª Seção|Rodrigues da Prata|AM|2012-03-02 00:22:12|Br
96085172494|Luiz Gustavo Rodrigues|22/01/2013|Masc|AMIL|Conjunto Luiz Miguel Pires|40.0|Boa Esperança|Costa de Nogueira|AP|1993-06-06 10:27:58|Br
12476539864|Daniela da Cruz|16/12/2005|Fem|AMIL|Vereda de Duarte|359.0|Vila Santo Antônio Barroquinha|Moreira|SP|1970-11-14 13:25:28|Br
84217960549|Yuri Azevedo|06/11/2012|Masc|AMIL|Estação de Duarte|726.0|Manacas|Nogueira|MS|1980-11-10 11:04:13|Br
52701493897|Maria Luiza Ribeiro|21/06/1977|Fem|AMIL|Feira de Dias|435.0|Vila Paraíso|Cavalcanti|PR|1986-08-28 19:38:09|Br
96845027102|Luiz Felipe Rocha|20/05/1971|Masc|AMIL|Praia de Freitas|677.0|Maria Tereza|Cunha da Serra|PE|2003-02-06 22:11:47|Br
24710986576|Pietro Cardoso|21/09/1999|Masc|AMIL|Rodovia de Campos|336.0|Belmonte|Vieira da Prata|DF|2013-09-10 11:44:44|Br
07914856339|Sr. João Pedro Costa|06/07/1995|Masc|AMIL|Recanto de Gomes|937.0|Granja Werneck|Campos do Oeste|RR|1976-04-05 04:31:14|Br
01625784317|Isabel da Mota|09/10/1987|Fem|AMIL|Estação Viana|707.0|Indaiá|Moraes Grande|MT|2002-10-13 22:16:11|Br
24769305125|Fernanda Lopes|14/05/1970|Fem|AMIL|Setor Marcelo Gonçalves|758.0|Santo Agostinho|Azevedo das Pedras|ES|1977-05-20 17:19:34|Br
27850619420|Gabriel Mendes|16/01/1980|Masc|AMIL|Ladeira de Cunha|594.0|Vila São Geraldo|Castro|AL|2011-08-28 20:57:07|Br
02971386503|Ana Laura Cardoso|02/09/1986|Fem|AMIL|Residencial Ana Lívia da Mota|291.0|Vila Copasa|da Cunha de da Mota|MT|1986-02-14 05:38:51|Br
43817260903|Carolina Pinto|04/05/2003|Fem|AMIL|Distrito Farias|973.0|Nossa Senhora Do Rosário|Silva de Lopes|AL|2016-04-25 00:31:28|Br
86509213702|Ana Lívia da Mota|11/02/1983|Fem|AMIL|Setor Maria Eduarda Carvalho|480.0|Vila Independencia 2ª Seção|Duarte|RR|1976-04-27 23:24:19|Br
73426980169|Dr. Breno Caldeira|02/12/2018|Masc|AMIL|Lago de Santos|425.0|Carlos Prates|Mendes|PA|2013-10-06 23:34:37|Br
29057614820|Dr. Nathan Rezende|03/04/2000|Masc|AMIL|Parque Silva|167.0|Nova Esperança|Rezende|CE|2021-06-22 08:07:02|Br
96172340840|Pedro Miguel Viana|17/06/2003|Masc|AMIL|Viela de Nunes|239.0|Vila Nova|da Costa de Alves|MS|2014-08-24 14:47:15|Br
12043597841|Levi Pereira|08/02/2004|Masc|AMIL|Jardim Nunes|677.0|Vila Maloca|da Luz das Pedras|GO|1987-08-26 21:33:27|Br
39247560152|Vinicius Carvalho|29/06/2013|Masc|AMIL|Campo de Vieira|614.0|Ouro Minas|Almeida do Sul|AL|1982-01-20 04:53:50|Br
58902634710|Beatriz Costela|10/02/1989|Fem|AMIL|Quadra Júlia Moraes|525.0|Serra Verde|Porto dos Dourados|PI|1988-07-16 23:25:56|Br
70598312668|Enzo Gabriel Mendes|27/04/1976|Masc|AMIL|Via de Nunes|172.0|Vila Cemig|das Neves|PR|2005-01-25 04:31:45|Br
96453281791|Nicole Fernandes|16/08/1992|Fem|AMIL|Conjunto de Duarte|473.0|Barroca|Lopes|PB|1987-03-27 21:13:14|Br
80674913566|Dr. Vicente Mendes|31/03/2022|Masc|AMIL|Condomínio de Rezende|242.0|Santa Rita|Jesus de Peixoto|CE|1977-01-09 12:48:35|Br
57210843671|Sofia Correia|18/11/1986|Fem|AMIL|Lago de Porto|680.0|Pindura Saia|Teixeira das Flores|SP|2000-11-30 03:17:04|Br
46720591380|Ryan Peixoto|22/11/2014|Masc|AMIL|Pátio de Ribeiro|685.0|Salgado Filho|Souza de Correia|CE|1977-05-13 02:13:10|Br
96871025430|Carolina Campos|18/08/1996|Fem|AMIL|Esplanada de Barros|591.0|Santa Tereza|Pinto|MA|1995-07-24 20:08:56|Br
93482601542|Marina Ramos|21/06/1983|Fem|AMIL|Sítio Heloísa Sales|969.0|Vila Santa Monica 1ª Seção|Cardoso das Pedras|MT|1984-12-27 14:30:31|Br
31560827408|Natália Fogaça|28/06/2011|Fem|AMIL|Distrito de Melo|453.0|São Salvador|Barros de Fogaça|RR|1987-06-19 12:10:57|Br
